datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa
2023-01-04T00:23:43Z;59;Arbeitszimmer;16.8;56.177;8.035;0
2023-01-04T00:24:43Z;58;Wohnzimmer;16.862;54.176;7.777;1018.665
2023-01-04T00:24:43Z;59;Arbeitszimmer;16.821;56.173;8.044;0
2023-01-04T00:25:43Z;58;Wohnzimmer;16.869;54.218;7.787;1018.635
2023-01-04T00:25:43Z;59;Arbeitszimmer;16.783;56.162;8.024;0
2023-01-04T00:26:43Z;58;Wohnzimmer;16.872;54.214;7.788;1018.644
2023-01-04T00:26:43Z;59;Arbeitszimmer;16.796;56.204;8.036;0
2023-01-04T00:27:43Z;58;Wohnzimmer;16.879;54.218;7.791;1018.631
2023-01-04T00:27:43Z;59;Arbeitszimmer;16.768;56.202;8.023;0
2023-01-04T00:28:43Z;58;Wohnzimmer;16.852;54.217;7.778;1018.655
2023-01-04T00:28:43Z;59;Arbeitszimmer;16.805;56.126;8.03;0
2023-01-04T00:29:43Z;58;Wohnzimmer;16.848;54.263;7.783;1018.639
2023-01-04T00:29:43Z;59;Arbeitszimmer;16.807;56.135;8.032;0
2023-01-04T00:30:43Z;58;Wohnzimmer;16.849;54.236;7.78;1018.605
2023-01-04T00:30:43Z;59;Arbeitszimmer;16.802;56.119;8.027;0
2023-01-04T00:31:43Z;58;Wohnzimmer;16.86;54.291;7.793;1018.611
2023-01-04T00:31:43Z;59;Arbeitszimmer;16.78;56.188;8.026;0
2023-01-04T00:32:43Z;58;Wohnzimmer;16.817;54.315;7.776;1018.615
2023-01-04T00:32:43Z;59;Arbeitszimmer;16.812;56.203;8.044;0
2023-01-04T00:33:43Z;58;Wohnzimmer;16.843;54.255;7.78;1018.6
2023-01-04T00:33:43Z;59;Arbeitszimmer;16.772;56.29;8.037;0
2023-01-04T00:34:43Z;58;Wohnzimmer;16.823;54.322;7.78;1018.582
2023-01-04T00:34:43Z;59;Arbeitszimmer;16.757;56.341;8.037;0
2023-01-04T00:35:43Z;58;Wohnzimmer;16.814;54.288;7.771;1018.626
2023-01-04T00:35:43Z;59;Arbeitszimmer;16.776;56.361;8.049;0
2023-01-04T00:36:43Z;58;Wohnzimmer;16.83;54.271;7.776;1018.626
2023-01-04T00:36:43Z;59;Arbeitszimmer;16.788;56.282;8.044;0
2023-01-04T00:37:43Z;58;Wohnzimmer;16.821;54.35;7.783;1018.603
2023-01-04T00:37:43Z;59;Arbeitszimmer;16.751;56.297;8.028;0
2023-01-04T00:38:43Z;58;Wohnzimmer;16.808;54.314;7.772;1018.565
2023-01-04T00:38:43Z;59;Arbeitszimmer;16.768;56.315;8.039;0
2023-01-04T00:39:43Z;58;Wohnzimmer;16.82;54.35;7.783;1018.556
2023-01-04T00:39:43Z;59;Arbeitszimmer;16.746;56.276;8.023;0
2023-01-04T00:40:44Z;59;Arbeitszimmer;16.747;56.309;8.028;0
2023-01-04T00:40:44Z;58;Wohnzimmer;16.797;54.353;7.773;1018.545
2023-01-04T00:41:44Z;58;Wohnzimmer;16.805;54.377;7.779;1018.526
2023-01-04T00:41:44Z;59;Arbeitszimmer;16.754;56.332;8.035;0
2023-01-04T00:42:44Z;58;Wohnzimmer;16.787;54.408;7.776;1018.452
2023-01-04T00:42:44Z;59;Arbeitszimmer;16.736;56.311;8.023;0
2023-01-04T00:43:44Z;58;Wohnzimmer;16.774;54.355;7.762;1018.45
2023-01-04T00:43:44Z;59;Arbeitszimmer;16.733;56.346;8.027;0
2023-01-04T00:44:44Z;58;Wohnzimmer;16.756;54.369;7.755;1018.397
2023-01-04T00:44:44Z;59;Arbeitszimmer;16.723;56.341;8.021;0
2023-01-04T00:45:44Z;58;Wohnzimmer;16.765;54.438;7.769;1018.414
2023-01-04T00:45:44Z;59;Arbeitszimmer;16.732;56.372;8.03;0
2023-01-04T00:46:44Z;58;Wohnzimmer;16.764;54.448;7.77;1018.436
2023-01-04T00:46:44Z;59;Arbeitszimmer;16.715;56.375;8.022;0
2023-01-04T00:47:44Z;58;Wohnzimmer;16.745;54.447;7.761;1018.436
2023-01-04T00:47:44Z;59;Arbeitszimmer;16.725;56.446;8.037;0
2023-01-04T00:48:44Z;58;Wohnzimmer;16.75;54.429;7.761;1018.458
2023-01-04T00:48:44Z;59;Arbeitszimmer;16.732;56.415;8.036;0
2023-01-04T00:49:44Z;58;Wohnzimmer;16.745;54.453;7.762;1018.447
2023-01-04T00:49:44Z;59;Arbeitszimmer;16.739;56.406;8.038;0
2023-01-04T00:50:44Z;58;Wohnzimmer;16.731;54.484;7.76;1018.466
2023-01-04T00:50:44Z;59;Arbeitszimmer;16.756;56.376;8.042;0
2023-01-04T00:51:44Z;58;Wohnzimmer;16.734;54.521;7.767;1018.456
2023-01-04T00:51:44Z;59;Arbeitszimmer;16.746;56.406;8.041;0
2023-01-04T00:52:44Z;58;Wohnzimmer;16.709;54.542;7.758;1018.434
2023-01-04T00:52:44Z;59;Arbeitszimmer;16.723;56.4;8.029;0
2023-01-04T00:53:44Z;58;Wohnzimmer;16.724;54.533;7.764;1018.465
2023-01-04T00:53:44Z;59;Arbeitszimmer;16.732;56.434;8.038;0
2023-01-04T00:54:44Z;58;Wohnzimmer;16.728;54.525;7.765;1018.453
2023-01-04T00:54:44Z;59;Arbeitszimmer;16.733;56.443;8.04;0
2023-01-04T00:55:44Z;58;Wohnzimmer;16.711;54.524;7.757;1018.47
2023-01-04T00:55:44Z;59;Arbeitszimmer;16.726;56.488;8.044;0
2023-01-04T00:56:44Z;58;Wohnzimmer;16.71;54.501;7.753;1018.435
2023-01-04T00:56:44Z;59;Arbeitszimmer;16.701;56.551;8.04;0
2023-01-04T00:57:44Z;58;Wohnzimmer;16.702;54.551;7.756;1018.421
2023-01-04T00:57:44Z;59;Arbeitszimmer;16.69;56.514;8.03;0
2023-01-04T00:58:44Z;58;Wohnzimmer;16.709;54.518;7.755;1018.379
2023-01-04T00:58:44Z;59;Arbeitszimmer;16.685;56.552;8.033;0
2023-01-04T00:59:44Z;58;Wohnzimmer;16.695;54.559;7.754;1018.354
2023-01-04T00:59:44Z;59;Arbeitszimmer;16.681;56.563;8.032;0
2023-01-04T01:00:44Z;58;Wohnzimmer;16.711;54.566;7.762;1018.331
2023-01-04T01:00:44Z;59;Arbeitszimmer;16.705;56.595;8.048;0
2023-01-04T01:01:45Z;59;Arbeitszimmer;16.677;56.588;8.034;0
2023-01-04T01:02:39Z;58;Wohnzimmer;16.701;54.62;7.766;1018.29
2023-01-04T01:02:45Z;59;Arbeitszimmer;16.657;56.571;8.022;0
2023-01-04T01:03:39Z;58;Wohnzimmer;16.706;54.638;7.77;1018.3
2023-01-04T01:03:45Z;59;Arbeitszimmer;16.689;56.55;8.034;0
2023-01-04T01:04:39Z;58;Wohnzimmer;16.702;54.592;7.762;1018.289
2023-01-04T01:04:45Z;59;Arbeitszimmer;16.685;56.593;8.039;0
2023-01-04T01:05:39Z;58;Wohnzimmer;16.671;54.553;7.742;1018.276
2023-01-04T01:05:45Z;59;Arbeitszimmer;16.66;56.613;8.029;0
2023-01-04T01:06:39Z;58;Wohnzimmer;16.678;54.606;7.753;1018.251
2023-01-04T01:06:45Z;59;Arbeitszimmer;16.667;56.625;8.034;0
2023-01-04T01:07:39Z;58;Wohnzimmer;16.673;54.595;7.749;1018.293
2023-01-04T01:07:45Z;59;Arbeitszimmer;16.664;56.656;8.037;0
2023-01-04T01:08:39Z;58;Wohnzimmer;16.663;54.571;7.741;1018.269
2023-01-04T01:08:45Z;59;Arbeitszimmer;16.657;56.684;8.038;0
2023-01-04T01:09:39Z;58;Wohnzimmer;16.672;54.601;7.749;1018.299
2023-01-04T01:09:45Z;59;Arbeitszimmer;16.665;56.685;8.042;0
2023-01-04T01:10:40Z;58;Wohnzimmer;16.662;54.655;7.752;1018.214
2023-01-04T01:10:45Z;59;Arbeitszimmer;16.658;56.662;8.035;0
2023-01-04T01:11:40Z;58;Wohnzimmer;16.642;54.659;7.743;1018.253
2023-01-04T01:11:45Z;59;Arbeitszimmer;16.634;56.691;8.028;0
2023-01-04T01:12:40Z;58;Wohnzimmer;16.66;54.65;7.751;1018.241
2023-01-04T01:12:45Z;59;Arbeitszimmer;16.646;56.743;8.041;0
2023-01-04T01:13:40Z;58;Wohnzimmer;16.677;54.659;7.76;1018.255
2023-01-04T01:13:45Z;59;Arbeitszimmer;16.651;56.747;8.044;0
2023-01-04T01:14:40Z;58;Wohnzimmer;16.654;54.687;7.753;1018.249
2023-01-04T01:14:45Z;59;Arbeitszimmer;16.651;56.726;8.041;0
2023-01-04T01:15:40Z;58;Wohnzimmer;16.627;54.651;7.735;1018.279
2023-01-04T01:15:45Z;59;Arbeitszimmer;16.638;56.742;8.037;0
2023-01-04T01:16:40Z;58;Wohnzimmer;16.624;54.648;7.734;1018.272
2023-01-04T01:16:45Z;59;Arbeitszimmer;16.616;56.766;8.03;0
2023-01-04T01:17:40Z;58;Wohnzimmer;16.624;54.67;7.737;1018.287
2023-01-04T01:17:45Z;59;Arbeitszimmer;16.632;56.811;8.044;0
2023-01-04T01:18:40Z;58;Wohnzimmer;16.638;54.666;7.743;1018.259
2023-01-04T01:18:45Z;59;Arbeitszimmer;16.607;56.841;8.036;0
2023-01-04T01:19:40Z;58;Wohnzimmer;16.624;54.684;7.739;1018.289
2023-01-04T01:19:45Z;59;Arbeitszimmer;16.621;56.787;8.035;0
2023-01-04T01:20:40Z;58;Wohnzimmer;16.624;54.724;7.744;1018.342
2023-01-04T01:20:45Z;59;Arbeitszimmer;16.606;56.847;8.036;0
2023-01-04T01:21:40Z;58;Wohnzimmer;16.636;54.701;7.747;1018.312
2023-01-04T01:21:45Z;59;Arbeitszimmer;16.596;56.845;8.031;0
2023-01-04T01:22:40Z;58;Wohnzimmer;16.619;54.723;7.742;1018.354
2023-01-04T01:22:45Z;59;Arbeitszimmer;16.6;56.863;8.035;0
2023-01-04T01:23:40Z;58;Wohnzimmer;16.619;54.707;7.74;1018.318
2023-01-04T01:23:45Z;59;Arbeitszimmer;16.583;56.896;8.032;0
2023-01-04T01:24:40Z;58;Wohnzimmer;16.601;54.733;7.735;1018.37
2023-01-04T01:24:45Z;59;Arbeitszimmer;16.59;56.883;8.033;0
2023-01-04T01:25:40Z;58;Wohnzimmer;16.602;54.735;7.736;1018.344
2023-01-04T01:25:45Z;59;Arbeitszimmer;16.577;56.915;8.032;0
2023-01-04T01:26:40Z;58;Wohnzimmer;16.597;54.791;7.741;1018.289
2023-01-04T01:26:45Z;59;Arbeitszimmer;16.583;56.943;8.039;0
2023-01-04T01:27:40Z;58;Wohnzimmer;16.596;54.771;7.738;1018.288
2023-01-04T01:27:45Z;59;Arbeitszimmer;16.604;56.947;8.05;0
2023-01-04T01:28:40Z;58;Wohnzimmer;16.589;54.78;7.736;1018.238
2023-01-04T01:28:45Z;59;Arbeitszimmer;16.581;56.993;8.045;0
2023-01-04T01:29:40Z;58;Wohnzimmer;16.592;54.786;7.738;1018.268
2023-01-04T01:29:45Z;59;Arbeitszimmer;16.577;56.97;8.04;0
2023-01-04T01:30:40Z;58;Wohnzimmer;16.558;54.813;7.726;1018.272
2023-01-04T01:30:45Z;59;Arbeitszimmer;16.587;56.957;8.042;0
2023-01-04T01:31:40Z;58;Wohnzimmer;16.581;54.818;7.738;1018.293
2023-01-04T01:31:45Z;59;Arbeitszimmer;16.575;56.972;8.039;0
2023-01-04T01:32:40Z;58;Wohnzimmer;16.583;54.793;7.735;1018.218
2023-01-04T01:32:45Z;59;Arbeitszimmer;16.587;56.982;8.046;0
2023-01-04T01:33:40Z;58;Wohnzimmer;16.568;54.869;7.739;1018.287
2023-01-04T01:33:45Z;59;Arbeitszimmer;16.562;56.989;8.035;0
2023-01-04T01:34:40Z;58;Wohnzimmer;16.555;54.864;7.732;1018.268
2023-01-04T01:34:45Z;59;Arbeitszimmer;16.565;57.01;8.039;0
2023-01-04T01:35:40Z;58;Wohnzimmer;16.562;54.851;7.733;1018.255
2023-01-04T01:35:45Z;59;Arbeitszimmer;16.577;57;8.044;0
2023-01-04T01:36:40Z;58;Wohnzimmer;16.555;54.897;7.737;1018.261
2023-01-04T01:36:45Z;59;Arbeitszimmer;16.562;57.084;8.048;0
2023-01-04T01:37:40Z;58;Wohnzimmer;16.548;54.902;7.734;1018.286
2023-01-04T01:37:45Z;59;Arbeitszimmer;16.596;57.07;8.063;0
2023-01-04T01:38:40Z;58;Wohnzimmer;16.53;54.902;7.726;1018.292
2023-01-04T01:38:45Z;59;Arbeitszimmer;16.572;57.08;8.052;0
2023-01-04T01:39:40Z;58;Wohnzimmer;16.528;54.878;7.721;1018.319
2023-01-04T01:39:45Z;59;Arbeitszimmer;16.581;57.08;8.057;0
2023-01-04T01:40:40Z;58;Wohnzimmer;16.522;54.93;7.726;1018.298
2023-01-04T01:40:45Z;59;Arbeitszimmer;16.56;57.069;8.045;0
2023-01-04T01:41:40Z;58;Wohnzimmer;16.529;54.912;7.727;1018.333
2023-01-04T01:41:45Z;59;Arbeitszimmer;16.563;57.068;8.046;0
2023-01-04T01:42:40Z;58;Wohnzimmer;16.51;54.951;7.723;1018.327
2023-01-04T01:42:45Z;59;Arbeitszimmer;16.558;57.115;8.051;0
2023-01-04T01:43:40Z;58;Wohnzimmer;16.523;54.924;7.726;1018.343
2023-01-04T01:43:45Z;59;Arbeitszimmer;16.555;57.124;8.051;0
2023-01-04T01:44:40Z;58;Wohnzimmer;16.516;54.916;7.721;1018.338
2023-01-04T01:44:45Z;59;Arbeitszimmer;16.583;57.138;8.066;0
2023-01-04T01:45:40Z;58;Wohnzimmer;16.511;54.914;7.719;1018.305
2023-01-04T01:45:45Z;59;Arbeitszimmer;16.559;57.17;8.059;0
2023-01-04T01:46:40Z;58;Wohnzimmer;16.506;54.917;7.717;1018.322
2023-01-04T01:46:45Z;59;Arbeitszimmer;16.572;57.162;8.064;0
2023-01-04T01:47:40Z;58;Wohnzimmer;16.498;54.959;7.719;1018.288
2023-01-04T01:47:45Z;59;Arbeitszimmer;16.547;57.16;8.052;0
2023-01-04T01:48:40Z;58;Wohnzimmer;16.491;54.948;7.714;1018.31
2023-01-04T01:48:45Z;59;Arbeitszimmer;16.552;57.159;8.054;0
2023-01-04T01:49:40Z;58;Wohnzimmer;16.468;54.939;7.702;1018.321
2023-01-04T01:49:45Z;59;Arbeitszimmer;16.57;57.195;8.068;0
2023-01-04T01:50:40Z;58;Wohnzimmer;16.475;54.963;7.709;1018.342
2023-01-04T01:50:45Z;59;Arbeitszimmer;16.544;57.19;8.055;0
2023-01-04T01:51:40Z;58;Wohnzimmer;16.487;54.888;7.704;1018.291
2023-01-04T01:51:45Z;59;Arbeitszimmer;16.544;57.194;8.055;0
2023-01-04T01:52:40Z;58;Wohnzimmer;16.495;54.915;7.711;1018.309
2023-01-04T01:52:45Z;59;Arbeitszimmer;16.562;57.204;8.065;0
2023-01-04T01:53:40Z;58;Wohnzimmer;16.485;54.963;7.713;1018.285
2023-01-04T01:53:45Z;59;Arbeitszimmer;16.554;57.199;8.061;0
2023-01-04T01:54:40Z;58;Wohnzimmer;16.479;54.966;7.711;1018.296
2023-01-04T01:54:45Z;59;Arbeitszimmer;16.549;57.194;8.057;0
2023-01-04T01:55:40Z;58;Wohnzimmer;16.468;55.018;7.713;1018.268
2023-01-04T01:55:45Z;59;Arbeitszimmer;16.556;57.247;8.068;0
2023-01-04T01:56:40Z;58;Wohnzimmer;16.475;54.965;7.709;1018.272
2023-01-04T01:56:45Z;59;Arbeitszimmer;16.55;57.275;8.07;0
2023-01-04T01:57:40Z;58;Wohnzimmer;16.453;55.018;7.706;1018.259
2023-01-04T01:57:45Z;59;Arbeitszimmer;16.559;57.279;8.075;0
2023-01-04T01:58:40Z;58;Wohnzimmer;16.455;55.006;7.706;1018.251
2023-01-04T01:58:45Z;59;Arbeitszimmer;16.538;57.328;8.071;0
2023-01-04T01:59:40Z;58;Wohnzimmer;16.46;54.992;7.706;1018.248
2023-01-04T01:59:45Z;59;Arbeitszimmer;16.537;57.297;8.066;0
2023-01-04T02:00:40Z;58;Wohnzimmer;16.447;55.011;7.702;1018.269
2023-01-04T02:00:45Z;59;Arbeitszimmer;16.539;57.29;8.066;0
2023-01-04T02:01:40Z;58;Wohnzimmer;16.44;55.052;7.705;1018.228
2023-01-04T02:01:45Z;59;Arbeitszimmer;16.546;57.323;8.074;0
2023-01-04T02:02:40Z;58;Wohnzimmer;16.436;55.067;7.705;1018.259
2023-01-04T02:02:45Z;59;Arbeitszimmer;16.531;57.319;8.067;0
2023-01-04T02:03:40Z;58;Wohnzimmer;16.43;55.019;7.696;1018.258
2023-01-04T02:03:45Z;59;Arbeitszimmer;16.542;57.358;8.077;0
2023-01-04T02:04:40Z;58;Wohnzimmer;16.428;55.047;7.699;1018.24
2023-01-04T02:04:45Z;59;Arbeitszimmer;16.545;57.347;8.077;0
2023-01-04T02:05:40Z;58;Wohnzimmer;16.443;55.011;7.701;1018.23
2023-01-04T02:05:45Z;59;Arbeitszimmer;16.524;57.395;8.074;0
2023-01-04T02:06:40Z;58;Wohnzimmer;16.435;55.04;7.701;1018.214
2023-01-04T02:06:45Z;59;Arbeitszimmer;16.542;57.419;8.086;0
2023-01-04T02:07:40Z;58;Wohnzimmer;16.418;55.096;7.701;1018.245
2023-01-04T02:07:45Z;59;Arbeitszimmer;16.533;57.367;8.074;0
2023-01-04T02:08:40Z;58;Wohnzimmer;16.411;55.004;7.685;1018.18
2023-01-04T02:08:45Z;59;Arbeitszimmer;16.533;57.41;8.08;0
2023-01-04T02:09:40Z;58;Wohnzimmer;16.417;55.046;7.694;1018.24
2023-01-04T02:09:45Z;59;Arbeitszimmer;16.532;57.423;8.081;0
2023-01-04T02:10:40Z;58;Wohnzimmer;16.408;55.117;7.699;1018.225
2023-01-04T02:10:45Z;59;Arbeitszimmer;16.541;57.416;8.085;0
2023-01-04T02:11:40Z;58;Wohnzimmer;16.402;55.09;7.693;1018.204
2023-01-04T02:11:45Z;59;Arbeitszimmer;16.536;57.496;8.094;0
2023-01-04T02:12:40Z;58;Wohnzimmer;16.43;55.058;7.701;1018.181
2023-01-04T02:12:45Z;59;Arbeitszimmer;16.536;57.429;8.084;0
2023-01-04T02:13:40Z;58;Wohnzimmer;16.398;55.09;7.691;1018.215
2023-01-04T02:13:45Z;59;Arbeitszimmer;16.542;57.436;8.088;0
2023-01-04T02:14:40Z;58;Wohnzimmer;16.405;55.083;7.693;1018.171
2023-01-04T02:14:45Z;59;Arbeitszimmer;16.526;57.496;8.089;0
2023-01-04T02:15:40Z;58;Wohnzimmer;16.403;55.112;7.696;1018.177
2023-01-04T02:15:45Z;59;Arbeitszimmer;16.526;57.489;8.088;0
2023-01-04T02:16:40Z;58;Wohnzimmer;16.393;54.967;7.671;1018.169
2023-01-04T02:16:45Z;59;Arbeitszimmer;16.518;57.562;8.094;0
2023-01-04T02:17:40Z;58;Wohnzimmer;16.391;55.099;7.689;1018.142
2023-01-04T02:17:45Z;59;Arbeitszimmer;16.544;57.582;8.11;0
2023-01-04T02:18:40Z;58;Wohnzimmer;16.384;55.073;7.682;1018.119
2023-01-04T02:18:45Z;59;Arbeitszimmer;16.534;57.515;8.096;0
2023-01-04T02:19:40Z;58;Wohnzimmer;16.39;55.078;7.685;1018.023
2023-01-04T02:19:45Z;59;Arbeitszimmer;16.517;57.652;8.106;0
2023-01-04T02:20:40Z;58;Wohnzimmer;16.378;55.051;7.676;1018.044
2023-01-04T02:20:45Z;59;Arbeitszimmer;16.508;57.605;8.096;0
2023-01-04T02:21:40Z;58;Wohnzimmer;16.387;55.083;7.685;1017.982
2023-01-04T02:21:45Z;59;Arbeitszimmer;16.499;57.654;8.098;0
2023-01-04T02:22:40Z;58;Wohnzimmer;16.39;55.11;7.69;1017.996
2023-01-04T02:22:45Z;59;Arbeitszimmer;16.521;57.691;8.114;0
2023-01-04T02:23:40Z;58;Wohnzimmer;16.374;55.154;7.689;1017.963
2023-01-04T02:23:45Z;59;Arbeitszimmer;16.527;57.645;8.11;0
2023-01-04T02:24:40Z;58;Wohnzimmer;16.378;55.089;7.681;1017.958
2023-01-04T02:24:45Z;59;Arbeitszimmer;16.527;57.664;8.113;0
2023-01-04T02:25:40Z;58;Wohnzimmer;16.353;55.139;7.677;1017.96
2023-01-04T02:25:45Z;59;Arbeitszimmer;16.526;57.676;8.114;0
2023-01-04T02:26:40Z;58;Wohnzimmer;16.357;55.152;7.681;1017.94
2023-01-04T02:26:45Z;59;Arbeitszimmer;16.515;57.677;8.109;0
2023-01-04T02:27:40Z;58;Wohnzimmer;16.356;55.168;7.682;1017.915
2023-01-04T02:27:45Z;59;Arbeitszimmer;16.51;57.675;8.106;0
2023-01-04T02:28:40Z;58;Wohnzimmer;16.345;55.178;7.679;1017.884
2023-01-04T02:28:45Z;59;Arbeitszimmer;16.509;57.653;8.103;0
2023-01-04T02:29:40Z;58;Wohnzimmer;16.351;55.121;7.673;1017.906
2023-01-04T02:29:45Z;59;Arbeitszimmer;16.524;57.67;8.112;0
2023-01-04T02:30:40Z;58;Wohnzimmer;16.316;55.168;7.664;1017.862
2023-01-04T02:30:45Z;59;Arbeitszimmer;16.523;57.629;8.106;0
2023-01-04T02:31:40Z;58;Wohnzimmer;16.328;55.173;7.67;1017.858
2023-01-04T02:31:45Z;59;Arbeitszimmer;16.523;57.675;8.112;0
2023-01-04T02:32:40Z;58;Wohnzimmer;16.345;55.22;7.685;1017.848
2023-01-04T02:32:45Z;59;Arbeitszimmer;16.514;57.656;8.105;0
2023-01-04T02:33:40Z;58;Wohnzimmer;16.328;55.219;7.676;1017.8
2023-01-04T02:33:45Z;59;Arbeitszimmer;16.499;57.684;8.102;0
2023-01-04T02:34:40Z;58;Wohnzimmer;16.308;55.185;7.662;1017.836
2023-01-04T02:34:45Z;59;Arbeitszimmer;16.51;57.697;8.11;0
2023-01-04T02:35:40Z;58;Wohnzimmer;16.311;55.176;7.663;1017.786
2023-01-04T02:35:45Z;59;Arbeitszimmer;16.502;57.69;8.104;0
2023-01-04T02:36:40Z;58;Wohnzimmer;16.306;55.275;7.674;1017.754
2023-01-04T02:36:45Z;59;Arbeitszimmer;16.518;57.672;8.11;0
2023-01-04T02:37:40Z;58;Wohnzimmer;16.299;55.194;7.659;1017.79
2023-01-04T02:37:45Z;59;Arbeitszimmer;16.507;57.72;8.111;0
2023-01-04T02:38:40Z;58;Wohnzimmer;16.308;55.253;7.672;1017.796
2023-01-04T02:38:45Z;59;Arbeitszimmer;16.516;57.754;8.12;0
2023-01-04T02:39:40Z;58;Wohnzimmer;16.298;55.266;7.669;1017.741
2023-01-04T02:39:45Z;59;Arbeitszimmer;16.51;57.799;8.123;0
2023-01-04T02:40:40Z;58;Wohnzimmer;16.289;55.222;7.659;1017.787
2023-01-04T02:40:45Z;59;Arbeitszimmer;16.51;57.713;8.112;0
2023-01-04T02:41:40Z;58;Wohnzimmer;16.296;55.244;7.665;1017.749
2023-01-04T02:41:45Z;59;Arbeitszimmer;16.519;57.742;8.12;0
2023-01-04T02:42:40Z;58;Wohnzimmer;16.292;55.318;7.674;1017.769
2023-01-04T02:42:45Z;59;Arbeitszimmer;16.526;57.694;8.116;0
2023-01-04T02:43:40Z;58;Wohnzimmer;16.295;55.181;7.656;1017.763
2023-01-04T02:43:45Z;59;Arbeitszimmer;16.511;57.73;8.115;0
2023-01-04T02:44:40Z;58;Wohnzimmer;16.273;55.265;7.657;1017.798
2023-01-04T02:44:45Z;59;Arbeitszimmer;16.505;57.677;8.104;0
2023-01-04T02:45:40Z;58;Wohnzimmer;16.285;55.348;7.675;1017.813
2023-01-04T02:45:45Z;59;Arbeitszimmer;16.516;57.698;8.112;0
